ufn,Comment,Stock 1,Region 1,Prob 1,Stock 2,Region 2,Prob 2,Stock 3,Region 3,Prob 3,Stock 4,Region 4,Prob 4,Stock 5,Region 5,Prob 5
694,,Chilko,3,0.58,Middle,3,0.19,U_Horsefly,3,0.11,L_Adams,4,0.05,Chilko_south,2,0.02
695,,Chilko,3,0.9,Mitchell,3,0.05,U_Horsefly,3,0.05,L_Adams,4,0.01,Middle,3,0
696,,Chilko,3,0.97,L_Adams,4,0.02,Middle,3,0.01,Pitt,2,0,Thompson_N,2,0
697,,Chilko,3,0.99,Middle,3,0.01,Chilko_south,2,0,Birkenhead,3,0,,,
698,,Chilko,3,0.84,Middle,3,0.05,U_Horsefly,3,0.04,L_Adams,4,0.02,Sandpoint,1,0.01
699,,Chilko,3,0.87,Porter_Cr,1,0.07,Sandpoint,1,0.02,Kynock,1,0.01,Gluskie,1,0.01
700,,Chilko,3,1,,,,,,,,,,,,
701,,Seymour,2,0.95,Eagle,2,0.02,Scotch,2,0.02,L_Adams,4,0.01,Chilko_south,2,0
702,,Chilko,3,0.93,Chilko_south,2,0.07,L_Adams,4,0,,,,,,
703,,Pinchi_Cr,3,0.9,Chilko_south,2,0.07,Chilko,3,0.01,L_Adams,4,0.01,Middle,3,0.01
704,,Birkenhead,3,1,,,,,,,,,,,,
705,,Chilko,3,0.54,Chilko_south,2,0.19,L_Adams,4,0.18,Pinchi_Cr,3,0.05,Eagle_L,4,0.02
706,,Gates_Cr,2,1,,,,,,,,,,,,
707,,L_Adams,4,0.58,L_Shuswap,4,0.15,Quesnel_Horsef,3,0.14,Little,4,0.06,MiddleShuswap,4,0.01
708,,Pitt,2,0.56,Long_Lake,15,0.23,L_Adams,4,0.09,Canoe_Cr,15,0.04,Big_Silver,4,0.04
709,,Chilko,3,0.99,Chilko_south,2,0.01,Blackwater,1,0,,,,,,
710,,Quesnel_Mitche,3,0.91,Wasko_Cr,3,0.07,Mitchell,3,0.01,Blue_Lead_Ck,3,0.01,Roaring,3,0
711,,Birkenhead,3,1,,,,,,,,,,,,
712,,L_Adams,4,0.82,Quesnel_Horsef,3,0.08,Little,4,0.04,Eagle_L,4,0.03,Chilko_south,2,0.02
713,,Scotch,2,0.88,Seymour,2,0.07,L_Adams,4,0.03,Little,4,0.02,Thompson_N,2,0
714,,Chilliw_lake,2,0.85,Chilko_south,2,0.07,Birkenhead,3,0.05,DollyVarden_Cr,3,0.02,Pitt,2,0.01
715,,Nimpkish,7,0.94,Vernon,7,0.06,,,,,,,,,
716,,Nimpkish,7,0.99,Vernon,7,0.01,,,,,,,,,
717,,Nimpkish,7,0.97,Vernon,7,0.03,,,,,,,,,
718,,Nimpkish,7,0.96,Vernon,7,0.04,,,,,,,,,
719,,Quesnel_Horsef,3,0.37,Mitchell,3,0.18,Roaring,3,0.16,Chilko,3,0.15,Wasko_Cr,3,0.07
720,,Quesnel_Horsef,3,0.83,Horsefly,3,0.07,U_Horsefly,3,0.03,L_Horsefly,3,0.02,Portage_Cr,4,0.02
721,,Quesnel_Horsef,3,0.84,Pinchi_Cr,3,0.06,L_Adams,4,0.04,M_Horsefly,3,0.02,Little,4,0.02
722,,Seymour,2,0.68,L_Shuswap,4,0.14,Eagle,2,0.12,L_Adams,4,0.06,Scotch,2,0
723,,Chilko,3,0.86,Quesnel_Horsef,3,0.1,Pinchi_Cr,3,0.01,Chilko_south,2,0.01,M_Horsefly,3,0.01
724,,Gates_Cr,2,1,,,,,,,,,,,,
725,,L_Adams,4,0.93,Portage_Cr,4,0.03,Little,4,0.02,Thompson_N,2,0.01,Eagle_L,4,0
726,,L_Adams,4,0.81,L_Horsefly,3,0.08,Chilko,3,0.03,Portage_Cr,4,0.02,Quesnel_Horsef,3,0.02
727,,L_Adams,4,0.79,Little,4,0.17,Scotch,2,0.01,Portage_Cr,4,0.01,MiddleShuswap,4,0
728,,L_Adams,4,0.52,Little,4,0.41,MiddleShuswap,4,0.03,Wasko_Cr,3,0.02,Portage_Cr,4,0.01
729,,Nimpkish,7,0.95,Vernon,7,0.05,,,,,,,,,
730,,Nimpkish,7,0.99,Vernon,7,0.01,,,,,,,,,
731,,L_Adams,4,0.9,Little,4,0.04,Eagle_L,4,0.01,Chilko,3,0.01,Wasko_Cr,3,0.01
732,,Chilko,3,0.78,Chilko_south,2,0.2,L_Adams,4,0.01,Little,4,0.01,Chilko-North,3,0
733,,L_Adams,4,0.61,Seymour,2,0.15,Little,4,0.12,Chilko_south,2,0.1,L_Shuswap,4,0.01
734,,Scotch,2,0.98,Seymour,2,0.02,,,,,,,,,
735,,Pitt,2,1,Harrison,4,0,Big_Silver,4,0,Birkenhead,3,0,,,
736,,Chilko,3,0.97,L_Shuswap,4,0.02,Chilko_south,2,0,L_Adams,4,0,Portage_Cr,4,0
737,,Chilko,3,0.86,Chilko_south,2,0.09,Narrows,1,0.05,Chilko-North,3,0,Quesnel_Horsef,3,0
738,,Chilko,3,0.99,Chilko_south,2,0,Chilko-North,3,0,Roaring,3,0,,,
739,,Chilko_south,2,0.74,L_Adams,4,0.1,Chilko,3,0.07,Birkenhead,3,0.05,Little,4,0.02
740,,Quesnel_Horsef,3,0.99,L_Adams,4,0,Chilko_south,2,0,M_Horsefly,3,0,Quesnel_Decept,3,0
741,,Wasko_Cr,3,0.75,Quesnel_Mitche,3,0.13,Quesnel_Horsef,3,0.05,Roaring,3,0.04,L_Horsefly,3,0.01
742,,Scotch,2,0.97,Seymour,2,0.03,,,,,,,,,
743,,Weaver,4,0.99,Middle,3,0.01,,,,,,,,,
744,,Mitchell,3,1,,,,,,,,,,,,
745,,U_Horsefly,3,0.85,Middle,3,0.1,L_Adams,4,0.01,Hudson_Bay,1,0.01,Horsefly,3,0.01
746,,Thompson_N,2,1,Raft,2,0,L_Adams,4,0,,,,,,
747,,Weaver,4,0.72,Birkenhead,3,0.27,Chilko,3,0.01,Middle,3,0,,,
748,,Chilko,3,1,Chilko-North,3,0,U_Horsefly,3,0,,,,,,
749,,Mitchell,3,1,,,,,,,,,,,,
750,,Chilko,3,0.89,Weaver,4,0.1,Mitchell,3,0,L_Adams,4,0,U_Horsefly,3,0
751,,Birkenhead,3,0.6,Pitt,2,0.37,Chilko,3,0.03,Chilko_south,2,0,Gingit_RT,9,0
752,,Nimpkish,7,1,Vernon,7,0.01,,,,,,,,,
753,,Nimpkish,7,1,,,,,,,,,,,,
754,,L_Shuswap,4,0.34,Stellako,3,0.26,Chilko,3,0.21,Portage_Cr,4,0.08,Bowron,2,0.04
755,,Quesnel_Mitche,3,0.92,Mitchell,3,0.05,Roaring,3,0.02,Quesnel_Decept,3,0,Blue_Lead_Ck,3,0
756,,Scotch,2,0.74,Seymour,2,0.25,L_Adams,4,0.01,Gates_Cr,2,0,Portage_Cr,4,0
757,,Pinchi_Cr,3,0.99,L_Adams,4,0.01,Chilko_south,2,0,,,,,,
758,,Little,4,0.87,Quesnel_Horsef,3,0.04,Bowron,2,0.02,L_Adams,4,0.02,L_Horsefly,3,0.02
759,,Chilko,3,0.99,L_Adams,4,0.02,,,,,,,,,
760,,L_Adams,4,0.88,Portage_Cr,4,0.05,Little,4,0.04,Scotch,2,0.01,Eagle_L,4,0.01
761,,Phillips,6,0.99,L_Adams,4,0,Chilko,3,0,Hugh_Smith,20,0,Devils_Elbow,14,0
762,,Pitt,2,1,,,,,,,,,,,,
763,,Chilko,3,0.49,Quesnel_Horsef,3,0.36,Bowron,2,0.09,Roaring,3,0.06,Narrows,1,0
764,,Pitt,2,1,,,,,,,,,,,,
765,,Chilko,3,0.99,Narrows,1,0.01,Quesnel_Horsef,3,0,Birkenhead,3,0,Chilko-North,3,0
766,,Seymour,2,0.72,Eagle,2,0.15,L_Shuswap,4,0.06,L_Adams,4,0.03,Eagle_L,4,0.02
767,,Kuzkwa_Cr,3,0.53,Tachie,3,0.28,Pinchi_Cr,3,0.16,Middle,3,0.01,Chilko,3,0
768,,L_Adams,4,0.59,Seymour,2,0.34,Scotch,2,0.04,Little,4,0.03,Portage_Cr,4,0.01
769,,Chilko,3,0.97,Quesnel_Decept,3,0.02,L_Adams,4,0.01,Roaring,3,0,Pinchi_Cr,3,0
770,,Scotch,2,1,,,,,,,,,,,,
771,,Seymour,2,0.48,L_Adams,4,0.43,Scotch,2,0.08,Little,4,0.01,,,
772,,Pitt,2,1,,,,,,,,,,,,
773,,Quesnel_Mitche,3,0.93,Mitchell,3,0.06,Quesnel_Decept,3,0,Blue_Lead_Ck,3,0,Roaring,3,0
774,,Chilko,3,0.97,L_Adams,4,0.03,Portage_Cr,4,0,Seymour,2,0,Kuzkwa_Cr,3,0
775,,Chilko,3,0.96,Chilko-North,3,0.04,Chilko_south,2,0,Tachie,3,0,,,
776,,Chilko,3,0.55,Tachie,3,0.26,Chilko-North,3,0.11,Quesnel_Decept,3,0.02,Roaring,3,0.02
778,,Paula,1,0.34,Middle,3,0.13,Kuzkwa_Cr,3,0.09,Pinchi_Cr,3,0.09,Porter_Cr,1,0.06
779,,Chilko,3,0.99,Chilko_south,2,0.01,Chilko-North,3,0,U_Horsefly,3,0,Quesnel_Decept,3,0
780,,Quesnel_Horsef,3,0.35,U_Horsefly,3,0.3,Quesnel_Decept,3,0.09,M_Horsefly,3,0.07,Horsefly,3,0.05
781,,Chilko,3,0.93,Chilko_south,2,0.07,L_Shuswap,4,0,L_Adams,4,0,,,
782,,Gates_Cr,2,1,,,,,,,,,,,,
783,,Fennell,2,0.68,Quesnel_Horsef,3,0.14,Chilko,3,0.12,Raft,2,0.04,L_Shuswap,4,0.01
784,,Birkenhead,3,0.79,Narrows,1,0.2,Chilko,3,0.01,Fennell,2,0,Portage_Cr,4,0
785,,Chilko,3,0.99,Narrows,1,0.01,Wasko_Cr,3,0,Chilko-North,3,0,Roaring,3,0
786,,Scotch,2,0.96,Seymour,2,0.03,Eagle_L,4,0.01,Pitt,2,0,Chilko,3,0
787,,Chilko,3,0.96,L_Shuswap,4,0.03,Chilko-North,3,0.01,Narrows,1,0,Quesnel_Horsef,3,0
788,,Seymour,2,0.89,Eagle,2,0.05,Scotch,2,0.05,,,,,,
789,,Quesnel_Horsef,3,0.79,L_Adams,4,0.09,Chilko,3,0.05,Pinchi_Cr,3,0.02,Raft,2,0.02
790,,Chilko_south,2,0.64,Chilko,3,0.36,Quesnel_Horsef,3,0,Narrows,1,0,,,
791,,Quesnel_Decept,3,0.24,Quesnel_Horsef,3,0.22,M_Horsefly,3,0.11,McKinley,3,0.1,Roaring,3,0.09
793,,Chilko,3,0.95,Tachie,3,0.05,L_Adams,4,0.01,Thompson_N,2,0,,,
794,,Chilko,3,0.97,Tachie,3,0.01,Mitchell,3,0.01,L_Adams,4,0,Roaring,3,0
795,,Chilko,3,0.96,Chilko-North,3,0.04,Chilko_south,2,0,,,,,,
796,,L_Adams,4,0.81,Thompson_N,2,0.12,Raft,2,0.05,Chilko,3,0.01,Quesnel_Decept,3,0.01
797,,Quesnel_Mitche,3,0.72,Mitchell,3,0.27,Roaring,3,0.01,,,,,,
798,,Paula,1,0.27,Bivouac,1,0.16,Seymour,2,0.14,Scotch,2,0.12,Quesnel_Horsef,3,0.06
799,,Quesnel_Decept,3,0.43,Quesnel_Mitche,3,0.35,Mitchell,3,0.08,Roaring,3,0.06,Wasko_Cr,3,0.04
800,,Chilko,3,0.86,Chilko_south,2,0.06,L_Adams,4,0.04,Quesnel_Horsef,3,0.03,Wasko_Cr,3,0.01
801,,Chilko,3,0.93,Chilko-North,3,0.07,L_Adams,4,0,,,,,,
802,,Chilko,3,0.99,L_Adams,4,0,Chilko-North,3,0,Forfar,1,0,Thompson_N,2,0
803,,L_Adams,4,0.46,Chilko,3,0.28,Tachie,3,0.11,Little,4,0.03,Raft,2,0.02
804,,L_Adams,4,0.38,Portage_Cr,4,0.29,Nadina,2,0.27,Eagle_L,4,0.01,Chilko_south,2,0.01
805,,Paula,1,0.32,L_Adams,4,0.1,Bivouac,1,0.08,Middle,3,0.08,Scotch,2,0.08
806,,Chilko,3,0.92,L_Adams,4,0.03,Chilko_south,2,0.02,Portage_Cr,4,0.02,Quesnel_Horsef,3,0
807,,Gates_Cr,2,1,,,,,,,,,,,,
808,,L_Adams,4,0.59,Portage_Cr,4,0.37,Eagle_L,4,0.01,Scotch,2,0.01,Chilko,3,0.01
809,,Gates_Cr,2,1,,,,,,,,,,,,
810,,Chilko,3,0.9,Wasko_Cr,3,0.08,Chilko-North,3,0.01,Chilko_south,2,0,Quesnel_Mitche,3,0
811,,Baker_Lake,5,1,,,,,,,,,,,,
812,,Scotch,2,0.65,Seymour,2,0.27,U_Adams,2,0.02,Quesnel_Horsef,3,0.02,U_Horsefly,3,0.02
813,,Narrows,1,0.99,Chilko,3,0,Blackwater,1,0,Rossette,1,0,Quesnel_Horsef,3,0
814,,L_Adams,4,0.68,Little,4,0.26,Quesnel_Horsef,3,0.02,Portage_Cr,4,0.02,Chilko_south,2,0.02
815,,Chilko_south,2,0.77,Chilko,3,0.18,Wasko_Cr,3,0.02,Birkenhead,3,0.01,Chilko-North,3,0.01
816,,Wasko_Cr,3,0.82,Roaring,3,0.07,Quesnel_Mitche,3,0.06,Blue_Lead_Ck,3,0.03,Quesnel_Horsef,3,0.01
817,,L_Adams,4,0.99,Little,4,0.01,Chilko,3,0,Portage_Cr,4,0,Roaring,3,0
818,,L_Adams,4,0.95,Portage_Cr,4,0.05,Little,4,0,Scotch,2,0,,,
819,,Tachie,3,0.99,Middle,3,0,Chilko,3,0,L_Adams,4,0,,,
820,,L_Adams,4,0.89,Little,4,0.06,Scotch,2,0.05,Portage_Cr,4,0,,,
821,,Little,4,0.57,L_Adams,4,0.35,MiddleShuswap,4,0.03,Seymour,2,0.01,L_Shuswap,4,0.01
822,,L_Adams,4,0.87,Little,4,0.07,Portage_Cr,4,0.03,Bowron,2,0.01,MiddleShuswap,4,0
823,,Chilko,3,0.71,Chilko_south,2,0.16,L_Adams,4,0.05,Little,4,0.04,Quesnel_Horsef,3,0.01
824,,Mitchell,3,0.92,Quesnel_Mitche,3,0.08,Roaring,3,0,,,,,,
825,,Chilko,3,0.27,Kuzkwa_Cr,3,0.23,L_Adams,4,0.2,Tachie,3,0.14,Seymour,2,0.09
826,,Chilko,3,0.98,L_Adams,4,0.01,Little,4,0.01,McKinley,3,0,Gluskie,1,0
827,,Pitt,2,0.4,L_Adams,4,0.25,Portage_Cr,4,0.12,Seymour,2,0.11,Kitkiata_Lake,15,0.03
828,,Chilko,3,1,Chilko-North,3,0,Chilko_south,2,0,,,,,,
829,,Chilko,3,0.29,Seymour,2,0.24,Sandpoint,1,0.23,Scotch,2,0.06,Sinta,1,0.06
830,,Portage_Cr,4,0.8,Chilko,3,0.19,MiddleShuswap,4,0,L_Adams,4,0,,,
831,,Birkenhead,3,1,Pitt,2,0,Little,4,0,YellowBluff,16,0,Portage_Cr,4,0
832,,L_Adams,4,0.65,Chilko,3,0.31,Little,4,0.01,Tachie,3,0.01,Chilko_south,2,0
833,,Chilko,3,0.83,L_Adams,4,0.14,Tachie,3,0.03,Chilko-North,3,0.01,Little,4,0
834,,Tachie,3,0.33,Chilko,3,0.31,L_Adams,4,0.16,Little,4,0.1,Chilko-North,3,0.06
835,,Quesnel_Decept,3,0.46,Quesnel_Horsef,3,0.3,M_Horsefly,3,0.15,U_Horsefly,3,0.06,L_Horsefly,3,0.01
836,,Mitchell,3,0.85,Quesnel_Mitche,3,0.14,Quesnel_Decept,3,0,Blue_Lead_Ck,3,0,,,
837,,Tachie,3,0.45,Little,4,0.09,Chilko,3,0.08,Pitt,2,0.06,L_Adams,4,0.06
838,,Pitt,2,1,,,,,,,,,,,,
839,,Chilko,3,0.96,L_Adams,4,0.02,Chilko-North,3,0.01,Quesnel_Horsef,3,0,L_Horsefly,3,0
841,,Birkenhead,3,1,,,,,,,,,,,,
842,,Chilko,3,0.96,L_Adams,4,0.01,Chilko-North,3,0.01,Little,4,0.01,Quesnel_Horsef,3,0
843,,Chilko,3,1,Tachie,3,0,,,,,,,,,
844,,Chilko,3,0.71,L_Adams,4,0.14,Paula,1,0.05,Scotch,2,0.04,Rossette,1,0.02
845,,Paula,1,0.9,Birkenhead,3,0.06,Tachie,3,0.04,L_Adams,4,0,Chilko,3,0
846,,Chilko,3,0.98,Chilko-North,3,0.01,L_Adams,4,0.01,Quesnel_Decept,3,0,Bowron,2,0
847,,Scotch,2,0.97,L_Adams,4,0.02,Eagle_L,4,0,Seymour,2,0,Little,4,0
848,,Seymour,2,0.96,Scotch,2,0.04,L_Adams,4,0,Eagle,2,0,,,
849,,Scotch,2,1,L_Adams,4,0,Seymour,2,0,,,,,,
850,,Mitchell,3,0.97,Quesnel_Mitche,3,0.02,L_Adams,4,0.01,Blue_Lead_Ck,3,0,Chilko,3,0
851,,L_Adams,4,0.38,Chilko,3,0.31,Little,4,0.21,MiddleShuswap,4,0.08,L_Shuswap,4,0.03
852,,L_Adams,4,0.6,Scotch,2,0.23,Portage_Cr,4,0.09,Eagle_L,4,0.03,Seymour,2,0.02
853,,Chilko,3,0.9,Tachie,3,0.06,Pinchi_Cr,3,0.01,Quesnel_Horsef,3,0.01,Forfar,1,0.01
854,,Chilko,3,0.97,Little,4,0.02,Chilko_south,2,0,Chilko-North,3,0,L_Adams,4,0
855,,Chilko,3,0.97,Middle,3,0.01,Tachie,3,0.01,Chilko-North,3,0,Horsefly,3,0
856,,L_Adams,4,0.98,U_Horsefly,3,0.02,,,,,,,,,
857,,Chilko,3,0.99,Chilko_south,2,0.01,Middle,3,0,L_Adams,4,0,Chilko-North,3,0
858,,Chilko,3,0.99,L_Adams,4,0,Middle,3,0,Quesnel_Horsef,3,0,Chilko_south,2,0
859,,L_Adams,4,0.56,Little,4,0.37,Thompson_N,2,0.03,Pitt,2,0.01,Chilko,3,0.01
860,,Chilko,3,0.81,Quesnel_Horsef,3,0.09,Horsefly,3,0.05,L_Adams,4,0.02,Chilko-North,3,0.01
861,,Chilko,3,0.99,Chilko-North,3,0.01,Thompson_N,2,0,Tachie,3,0,Chilko_south,2,0
862,,Chilko,3,0.72,L_Adams,4,0.28,Portage_Cr,4,0,Little,4,0,Chilko_south,2,0
863,,Quesnel_Mitche,3,0.7,Quesnel_Decept,3,0.2,Roaring,3,0.09,L_Adams,4,0.01,Chilko,3,0
864,,Mitchell,3,0.86,Quesnel_Decept,3,0.04,Quesnel_Mitche,3,0.04,Roaring,3,0.04,Blue_Lead_Ck,3,0.02
865,,Mitchell,3,0.64,Quesnel_Mitche,3,0.21,Blue_Lead_Ck,3,0.15,,,,,,
866,,L_Adams,4,0.96,Portage_Cr,4,0.04,L_Shuswap,4,0,Little,4,0,,,
867,,Seymour,2,0.96,Scotch,2,0.04,,,,,,,,,
868,,L_Adams,4,0.92,Seymour,2,0.04,Portage_Cr,4,0.02,Little,4,0.01,Scotch,2,0
869,,Quesnel_Mitche,3,0.94,Mitchell,3,0.06,Roaring,3,0,Blue_Lead_Ck,3,0,,,
870,,Quesnel_Mitche,3,0.94,Mitchell,3,0.06,Wasko_Cr,3,0,,,,,,
871,,Gates_Cr,2,1,,,,,,,,,,,,
872,,Seymour,2,0.78,Scotch,2,0.12,L_Adams,4,0.07,Little,4,0.02,Tachie,3,0
873,,Pitt,2,1,,,,,,,,,,,,
874,,L_Adams,4,0.45,Seymour,2,0.29,Little,4,0.17,L_Shuswap,4,0.05,Scotch,2,0.02
875,,Chilko,3,0.98,Quesnel_Horsef,3,0.01,Chilko-North,3,0,M_Horsefly,3,0,Little,4,0
876,,Seymour,2,0.39,L_Adams,4,0.34,Chilko,3,0.06,Pinchi_Cr,3,0.04,Little,4,0.03
877,,Seymour,2,0.8,L_Adams,4,0.12,Scotch,2,0.03,Kuzkwa_Cr,3,0.03,Pinchi_Cr,3,0.01
878,,L_Adams,4,0.96,Little,4,0.03,Raft,2,0.01,Thompson_N,2,0,Eagle_L,4,0
879,,L_Adams,4,0.51,Little,4,0.37,Seymour,2,0.07,Chilko,3,0.02,Scotch,2,0.01
880,,Scotch,2,0.79,L_Adams,4,0.09,Middle,3,0.09,Seymour,2,0.02,Eagle_L,4,0.01
881,,Seymour,2,0.94,Scotch,2,0.05,L_Adams,4,0,Chilko,3,0,Eagle,2,0
882,,Pitt,2,1,Washwash,18,0,,,,,,,,,
883,,Seymour,2,0.82,L_Adams,4,0.13,Kuzkwa_Cr,3,0.02,Scotch,2,0.01,Tachie,3,0.01
884,,L_Adams,4,0.35,Quesnel_Decept,3,0.3,Roaring,3,0.09,Quesnel_Horsef,3,0.08,M_Horsefly,3,0.05
885,,Seymour,2,0.94,Scotch,2,0.04,L_Adams,4,0.01,Little,4,0.01,Eagle,2,0
886,,Mitchell,3,0.85,Quesnel_Mitche,3,0.14,Quesnel_Decept,3,0.01,Blue_Lead_Ck,3,0,,,
887,,Quesnel_Decept,3,0.96,Mitchell,3,0.02,Quesnel_Mitche,3,0.01,Chilko,3,0,Wasko_Cr,3,0
888,,L_Adams,4,0.54,Seymour,2,0.23,Quesnel_Decept,3,0.11,L_Shuswap,4,0.07,Little,4,0.03
889,,Tachie,3,0.75,Pinchi_Cr,3,0.1,Forfar,1,0.09,Stellako,3,0.05,Hudson_Bay,1,0
890,,Quesnel_Horsef,3,0.3,U_Horsefly,3,0.25,Quesnel_Decept,3,0.15,L_Horsefly,3,0.04,Horsefly,3,0.04
891,,L_Adams,4,0.91,Birkenhead,3,0.03,Seymour,2,0.02,Portage_Cr,4,0.02,Little,4,0.01
892,,Seymour,2,0.96,Scotch,2,0.04,Eagle,2,0,Chilko,3,0,,,
893,,Chilko,3,0.97,Pinchi_Cr,3,0.01,Chilko-North,3,0.01,Tachie,3,0.01,Quesnel_Decept,3,0
894,,Tachie,3,0.74,Pinchi_Cr,3,0.11,Stellako,3,0.1,Forfar,1,0.05,Hudson_Bay,1,0
895,,Little,4,0.49,L_Adams,4,0.45,Birkenhead,3,0.03,Sandpoint,1,0.01,Narrows,1,0.01
896,,Quesnel_Decept,3,0.31,Stellako,3,0.3,Little,4,0.14,Chilko,3,0.1,Pitt,2,0.09
897,,L_Adams,4,0.47,Chilko,3,0.27,Portage_Cr,4,0.25,Chilko_south,2,0.01,Quesnel_Decept,3,0
898,,Chilko,3,0.73,L_Adams,4,0.17,Seymour,2,0.08,Eagle_L,4,0.01,Kuzkwa_Cr,3,0.01
899,,Quesnel_Mitche,3,0.71,Mitchell,3,0.27,Roaring,3,0.01,Wasko_Cr,3,0,Quesnel_Decept,3,0
900,,Nadina,2,0.27,Middle,3,0.12,Kuzkwa_Cr,3,0.12,Pinchi_Cr,3,0.11,Tachie,3,0.08
901,,Scotch,2,0.72,Seymour,2,0.28,,,,,,,,,
902,,Scotch,2,0.7,Seymour,2,0.28,L_Adams,4,0.01,Portage_Cr,4,0.01,Eagle_L,4,0
903,,L_Adams,4,0.35,Roaring,3,0.29,Quesnel_Decept,3,0.14,Chilko,3,0.12,Quesnel_Horsef,3,0.05
904,,Birkenhead,3,0.75,Chilko,3,0.18,Quesnel_Decept,3,0.04,Tachie,3,0.01,Wasko_Cr,3,0
905,,Quesnel_Decept,3,0.93,Mitchell,3,0.05,Quesnel_Mitche,3,0.02,Wasko_Cr,3,0,Paula,1,0
906,,Quesnel_Decept,3,0.62,Mitchell,3,0.22,L_Adams,4,0.1,Birkenhead,3,0.02,Quesnel_Mitche,3,0.01
907,,L_Adams,4,0.93,Portage_Cr,4,0.03,Little,4,0.02,Birkenhead,3,0.01,MiddleShuswap,4,0
908,,Quesnel_Mitche,3,0.93,Mitchell,3,0.07,Roaring,3,0,Blue_Lead_Ck,3,0,Wasko_Cr,3,0
909,,Chilko,3,0.97,M_Horsefly,3,0.02,McKinley,3,0.01,L_Adams,4,0,Chilko-North,3,0
910,,Seymour,2,0.94,Scotch,2,0.05,L_Adams,4,0,Eagle,2,0,,,
911,,L_Adams,4,0.61,Portage_Cr,4,0.35,Chilko,3,0.02,Eagle_L,4,0.02,Quesnel_Horsef,3,0
912,,Tachie,3,0.38,Birkenhead,3,0.15,Forfar,1,0.15,Sinta,1,0.05,Sandpoint,1,0.03
913,,Seymour,2,0.94,Scotch,2,0.06,L_Adams,4,0,Eagle,2,0,,,
914,,L_Adams,4,0.54,Seymour,2,0.18,Little,4,0.11,Birkenhead,3,0.07,Kalum,10,0.06
915,,Seymour,2,0.91,L_Adams,4,0.05,Scotch,2,0.04,Little,4,0,,,
916,,L_Adams,4,0.82,Seymour,2,0.11,Little,4,0.06,Scotch,2,0,Portage_Cr,4,0
917,,L_Adams,4,1,Eagle_L,4,0,,,,,,,,,
918,,Birkenhead,3,1,,,,,,,,,,,,
919,,Chilko,3,0.99,L_Adams,4,0.01,,,,,,,,,
920,,Thompson_N,2,0.96,L_Adams,4,0.03,Chilko,3,0.01,Chilko-North,3,0,,,
921,,Chilko,3,1,Chilko-North,3,0,,,,,,,,,
922,,Chilko,3,1,Chilko_south,2,0,,,,,,,,,
923,,Chilko,3,0.77,Mitchell,3,0.11,U_Horsefly,3,0.07,L_Adams,4,0.03,Chilko_south,2,0.02
924,,Chilko,3,0.99,Chilko-North,3,0.01,Chilko_south,2,0,Middle,3,0,L_Adams,4,0
925,,Chilko,3,0.85,Horsefly,3,0.05,L_Adams,4,0.04,Quesnel_Horsef,3,0.03,M_Horsefly,3,0.01
926,,Pitt,2,1,Seymour,2,0,Canoe_Cr,15,0,,,,,,
927,,Pitt,2,1,Kitkiata_Lake,15,0,Chilko,3,0,Kalum_lake,10,0,Sinta,1,0
928,,Middle,3,0.97,Chilko,3,0.02,Sinta,1,0,Sandpoint,1,0,L_Adams,4,0
929,,Chilko,3,0.98,Chilko_south,2,0.01,Chilko-North,3,0,Middle,3,0,Narrows,1,0
930,,Middle,3,0.83,Stellako,3,0.09,Porter_Cr,1,0.02,Kynock,1,0.01,Kuzkwa_Cr,3,0.01
931,,Chilko,3,0.84,Thompson_N,2,0.08,Middle,3,0.02,L_Adams,4,0.02,Chilko-North,3,0.02
932,,Chilko,3,0.9,Chilko-North,3,0.05,L_Adams,4,0.03,Middle,3,0.01,Chilko_south,2,0
933,,L_Adams,4,0.93,Little,4,0.07,Sinta,1,0,Eagle_L,4,0,Tachie,3,0
934,,Chilko,3,0.99,Chilko-North,3,0.01,Little,4,0,L_Adams,4,0,Thompson_N,2,0
935,,Chilko,3,0.64,Middle,3,0.32,Sinta,1,0.01,Blackwater,1,0.01,Quesnel_Horsef,3,0.01
936,,Chilko,3,0.83,Porter_Cr,1,0.06,Gluskie,1,0.02,Chilko_south,2,0.02,Sandpoint,1,0.02
937,,Birkenhead,3,0.66,Weaver,4,0.33,Middle,3,0.01,Chilko,3,0,,,
938,,Chilko,3,1,,,,,,,,,,,,
939,,Quesnel_Horsef,3,0.55,L_Adams,4,0.22,Horsefly,3,0.11,M_Horsefly,3,0.05,Little,4,0.02
940,,Middle,3,0.97,Canoe_Cr,15,0.01,Birkenhead,3,0,Narrows,1,0,Chilko,3,0
941,,Chilko,3,0.99,L_Adams,4,0.01,Chilko-North,3,0.01,McKinley,3,0,,,
942,,Middle,3,0.62,L_Adams,4,0.2,Weaver,4,0.08,Chilko,3,0.04,Pitt,2,0.04
943,,Middle,3,0.93,Stellako,3,0.02,Kuzkwa_Cr,3,0.02,L_Adams,4,0.02,Tachie,3,0.01
944,,L_Adams,4,0.52,Scotch,2,0.28,Little,4,0.19,Chilko,3,0.01,Seymour,2,0
945,,Quesnel_Horsef,3,0.45,Seymour,2,0.4,Horsefly,3,0.09,M_Horsefly,3,0.02,L_Horsefly,3,0.01
946,,L_Adams,4,0.68,Eagle_L,4,0.11,Portage_Cr,4,0.09,Chilko,3,0.06,Fennell,2,0.03
