ufn,sample_type,sample_id,storage_medium,container_id,container_cell,sample_location,qaqc,comments_sample,sample_status,quality_log
U2495,stomach,SST2509,95 % Non-Denatured Ethanol,BST101,NA,BST101-NA,TRUE,NA,NA,NA
U2495,otolith,SOT2509,Dry,BOTSO39,4,BOTSO39-4,TRUE,NA,NA,NA
U2495,scale,U2495,Dry,BSC68,8,BSC68-8,TRUE,NA,NA,NA
U2495,carcass,U2495,Frozen -20,BCA21,NA,BCA21-NA,TRUE,NA,NA,NA
U2495,genetic_stock_id,DS00437,Whatman Sheet,DW15,NA,DW15-NA,TRUE,NA,NA,NA
U2496,RNA,U2496,Frozen -80,BRNA27,F10,BRNA27-F10,TRUE,NA,NA,NA
U2496,fatty_acid,SFA2510,Frozen -80,BFASO37,52,BFASO37-52,TRUE,NA,NA,NA
U2496,isotope,SIS2510,Frozen -20,BISSO44,82,BISSO44-82,TRUE,NA,NA,NA
U2496,stomach,SST2510,95 % Non-Denatured Ethanol,BST101,NA,BST101-NA,TRUE,NA,NA,NA
U2496,otolith,SOT2510,Dry,BOTSO39,5,BOTSO39-5,TRUE,NA,NA,NA
U2496,scale,U2496,Dry,BSC68,9,BSC68-9,TRUE,NA,NA,NA
U2496,carcass,U2496,Frozen -20,BCA21,NA,BCA21-NA,TRUE,NA,NA,NA
U2496,genetic_stock_id,DS00416,Whatman Sheet,DW13,NA,DW13-NA,TRUE,NA,NA,NA
U2497,RNA,U2497,Frozen -80,BRNA27,E10,BRNA27-E10,TRUE,NA,NA,NA
U2497,fatty_acid,SFA2511,Frozen -80,BFASO37,54,BFASO37-54,TRUE,NA,NA,NA
U2497,isotope,SIS2511,Frozen -20,BISSO44,84,BISSO44-84,TRUE,NA,NA,NA
U2497,stomach,SST2511,95 % Non-Denatured Ethanol,BST101,NA,BST101-NA,TRUE,NA,NA,NA
U2497,otolith,SOT2511,Dry,BOTSO29,98,BOTSO29-98,TRUE,NA,NA,NA
U2497,scale,U2497,Dry,BSC68,10,BSC68-10,TRUE,NA,NA,NA
U2497,carcass,U2497,Frozen -20,BCA21,NA,BCA21-NA,TRUE,NA,NA,NA
U2497,genetic_stock_id,DS00403,Whatman Sheet,DW13,NA,DW13-NA,TRUE,NA,NA,NA
U2498,RNA,U2498,Frozen -80,BRNA27,D10,BRNA27-D10,TRUE,NA,NA,NA
U2498,fatty_acid,SFA2512,Frozen -80,BFASO37,56,BFASO37-56,TRUE,NA,NA,NA
U2498,isotope,SIS2512,Frozen -20,BISSO44,86,BISSO44-86,TRUE,NA,NA,NA
U2498,stomach,SST2512,95 % Non-Denatured Ethanol,BST101,NA,BST101-NA,TRUE,NA,NA,NA
U2498,otolith,SOT2512,Dry,BOTSO29,100,BOTSO29-100,TRUE,NA,NA,NA
U2498,scale,U2498,Dry,BSC68,11,BSC68-11,TRUE,NA,NA,NA
U2498,carcass,U2498,Frozen -20,BCA21,NA,BCA21-NA,TRUE,NA,NA,NA
U2498,genetic_stock_id,DS00396,Whatman Sheet,DW13,NA,DW13-NA,TRUE,NA,NA,NA
U2499,RNA,U2499,Frozen -80,BRNA27,C10,BRNA27-C10,TRUE,NA,NA,NA
U2499,fatty_acid,SFA2513,Frozen -80,BFASO37,58,BFASO37-58,TRUE,NA,NA,NA
U2499,isotope,SIS2513,Frozen -20,BISSO44,88,BISSO44-88,TRUE,NA,NA,NA
U2499,stomach,SST2513,95 % Non-Denatured Ethanol,BST101,NA,BST101-NA,TRUE,NA,NA,NA
U2499,otolith,SOT2513,Dry,BOTSO34,1,BOTSO34-1,TRUE,NA,NA,NA
U2499,scale,U2499,Dry,BSC68,12,BSC68-12,TRUE,NA,NA,NA
U2499,carcass,U2499,Frozen -20,BCA21,NA,BCA21-NA,TRUE,NA,NA,NA
U2499,genetic_stock_id,DS00401,Whatman Sheet,DW13,NA,DW13-NA,TRUE,NA,NA,NA
U2500,RNA,U2500,Frozen -80,BRNA27,B10,BRNA27-B10,TRUE,Lost brain sample during dissection,NA,NA
U2500,fatty_acid,SFA2514,Frozen -80,BFASO37,60,BFASO37-60,TRUE,NA,NA,NA
U2500,isotope,SIS2514,Frozen -20,BISSO44,90,BISSO44-90,TRUE,NA,NA,NA
U2500,stomach,SST2514,95 % Non-Denatured Ethanol,BST101,NA,BST101-NA,TRUE,NA,NA,NA
U2500,otolith,SOT2514,Dry,BOTSO39,7,BOTSO39-7,TRUE,NA,NA,NA
U2500,scale,U2500,Dry,BSC68,13,BSC68-13,TRUE,NA,NA,NA
U2500,carcass,U2500,Frozen -20,BCA21,NA,BCA21-NA,TRUE,NA,NA,NA
U2500,genetic_stock_id,DS00406,Whatman Sheet,DW13,NA,DW13-NA,TRUE,NA,NA,NA
U2501,RNA,U2501,Frozen -80,BRNA27,G11,BRNA27-G11,TRUE,NA,NA,NA
U2501,fatty_acid,SFA2515,Frozen -80,BFASO30,98,BFASO30-98,TRUE,NA,NA,NA
U2501,isotope,SIS2515,Frozen -20,BISSO36,98,BISSO36-98,TRUE,NA,NA,NA
U2501,stomach,SST2515,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2501,otolith,SOT2515,Dry,BOTSO24,98,BOTSO24-98,TRUE,NA,NA,NA
U2501,scale,U2501,Dry,BSC62,27,BSC62-27,TRUE,NA,NA,NA
U2501,carcass,U2501,Frozen -20,BCA21,NA,BCA21-NA,TRUE,NA,NA,NA
U2501,genetic_stock_id,DS00430,Whatman Sheet,DW15,NA,DW15-NA,TRUE,NA,NA,NA
U2502,RNA,U2502,Frozen -80,BRNA27,F11,BRNA27-F11,TRUE,NA,NA,NA
U2502,fatty_acid,SFA2516,Frozen -80,BFASO30,100,BFASO30-100,TRUE,NA,NA,NA
U2502,isotope,SIS2516,Frozen -20,BISSO36,100,BISSO36-100,TRUE,NA,NA,NA
U2502,stomach,SST2516,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2502,otolith,SOT2516,Dry,BOTSO38,28,BOTSO38-28,TRUE,NA,NA,NA
U2502,scale,U2502,Dry,BSC62,28,BSC62-28,TRUE,NA,NA,NA
U2502,carcass,U2502,Frozen -20,BCA21,NA,BCA21-NA,TRUE,NA,NA,NA
U2502,genetic_stock_id,DS00438,Whatman Sheet,DW15,NA,DW15-NA,TRUE,NA,NA,NA
U2503,RNA,U2503,Frozen -80,BRNA27,E11,BRNA27-E11,TRUE,NA,NA,NA
U2503,isotope,SIS2517,Frozen -20,BISSO47,1,BISSO47-1,FALSE,NA,NA,NA
U2504,fatty_acid,SFA2527,Frozen -80,BFASO41,3,BFASO41-3,FALSE,NA,NA,NA
U2503,stomach,SST2517,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2503,otolith,SOT2517,Dry,BOTSO39,91,BOTSO39-91,TRUE,NA,NA,NA
U2503,scale,U2503,Dry,BSC62,29,BSC62-29,TRUE,NA,NA,NA
U2503,carcass,U2503,Frozen -20,BCA21,NA,BCA21-NA,TRUE,NA,NA,NA
U2503,genetic_stock_id,DS00441,Whatman Sheet,DW15,NA,DW15-NA,TRUE,NA,NA,NA
U2504,RNA,U2504,Frozen -80,BRNA27,C11,BRNA27-C11,TRUE,NA,NA,NA
U2504,isotope,SIS2527,Frozen -20,BISSO47,3,BISSO47-3,FALSE,NA,NA,NA
U2505,fatty_acid,SFA2528,Frozen -80,BFASO41,5,BFASO41-5,FALSE,NA,NA,NA
U2504,stomach,SST2527,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2504,otolith,SOT2527,Dry,BOTSO35,3,BOTSO35-3,TRUE,NA,NA,NA
U2504,scale,U2504,Dry,BSC62,30,BSC62-30,TRUE,NA,NA,NA
U2504,carcass,U2504,Frozen -20,BCA22,NA,BCA22-NA,TRUE,NA,NA,NA
U2504,genetic_stock_id,DS00286,Whatman Sheet,DW10,NA,DW10-NA,TRUE,NA,NA,NA
U2505,RNA,U2505,Frozen -80,BRNA27,B11,BRNA27-B11,TRUE,NA,NA,NA
U2505,isotope,SIS2528,Frozen -20,BISSO47,5,BISSO47-5,FALSE,NA,NA,NA
U2506,fatty_acid,SFA2529,Frozen -80,BFASO41,7,BFASO41-7,FALSE,NA,NA,NA
U2505,stomach,SST2528,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2505,otolith,SOT2528,Dry,BOTSO35,5,BOTSO35-5,TRUE,NA,NA,NA
U2505,scale,U2505,Dry,BSC62,31,BSC62-31,TRUE,NA,NA,NA
U2505,carcass,U2505,Frozen -20,BCA22,NA,BCA22-NA,TRUE,NA,NA,NA
U2505,genetic_stock_id,DS00288,Whatman Sheet,DW10,NA,DW10-NA,TRUE,NA,NA,NA
U2506,RNA,U2506,Frozen -80,BRNA27,A11,BRNA27-A11,TRUE,NA,NA,NA
U2506,isotope,SIS2529,Frozen -20,BISSO47,7,BISSO47-7,FALSE,NA,NA,NA
U2507,fatty_acid,SFA2530,Frozen -80,BFASO41,9,BFASO41-9,FALSE,NA,NA,NA
U2506,stomach,SST2529,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2506,otolith,SOT2529,Dry,BOTSO36,24,BOTSO36-24,TRUE,NA,NA,NA
U2506,scale,U2506,Dry,BSC62,32,BSC62-32,TRUE,NA,NA,NA
U2506,carcass,U2506,Frozen -20,BCA22,NA,BCA22-NA,TRUE,NA,NA,NA
U2506,genetic_stock_id,DS00291,Whatman Sheet,DW10,NA,DW10-NA,TRUE,NA,NA,NA
U2507,RNA,U2507,Frozen -80,BRNA28,H3,BRNA28-H3,TRUE,NA,NA,NA
U2507,isotope,SIS2530,Frozen -20,BISSO47,9,BISSO47-9,FALSE,NA,NA,NA
U2508,fatty_acid,SFA2557,Frozen -80,BFASO41,12,BFASO41-12,FALSE,NA,NA,NA
U2507,stomach,SST2530,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2507,otolith,SOT2530,Dry,BOTSO35,9,BOTSO35-9,TRUE,NA,NA,NA
U2507,scale,U2507,Dry,BSC62,33,BSC62-33,TRUE,NA,NA,NA
U2507,carcass,U2507,Frozen -20,BCA22,NA,BCA22-NA,TRUE,NA,NA,NA
U2507,genetic_stock_id,DS00290,Whatman Sheet,DW10,NA,DW10-NA,TRUE,NA,NA,NA
U2508,RNA,U2508,Frozen -80,BRNA28,G3,BRNA28-G3,TRUE,NA,NA,NA
U2508,isotope,SIS2557,Frozen -20,BISSO47,12,BISSO47-12,FALSE,NA,NA,NA
U2509,fatty_acid,SFA2558,Frozen -80,BFASO41,14,BFASO41-14,FALSE,NA,NA,NA
U2508,stomach,SST2557,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2508,otolith,SOT2557,Dry,BOTSO35,12,BOTSO35-12,TRUE,NA,NA,NA
U2508,scale,U2508,Dry,BSC62,34,BSC62-34,TRUE,NA,NA,NA
U2508,carcass,U2508,Frozen -20,BCA22,NA,BCA22-NA,TRUE,NA,NA,NA
U2508,genetic_stock_id,DS00206,Whatman Sheet,DW7,NA,DW7-NA,TRUE,NA,NA,NA
U2509,RNA,U2509,Frozen -80,BRNA28,F3,BRNA28-F3,TRUE,NA,NA,NA
U2509,isotope,SIS2558,Frozen -20,BISSO47,14,BISSO47-14,FALSE,NA,NA,NA
U2510,fatty_acid,SFA2559,Frozen -80,BFASO41,16,BFASO41-16,FALSE,NA,NA,NA
U2509,stomach,SST2558,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2509,otolith,SOT2558,Dry,BOTSO35,14,BOTSO35-14,TRUE,NA,NA,NA
U2509,scale,U2509,Dry,BSC62,35,BSC62-35,TRUE,NA,NA,NA
U2509,carcass,U2509,Frozen -20,BCA22,NA,BCA22-NA,TRUE,NA,NA,NA
U2509,genetic_stock_id,DS00201,Whatman Sheet,DW7,NA,DW7-NA,TRUE,NA,NA,NA
U2510,RNA,U2510,Frozen -80,BRNA28,E3,BRNA28-E3,TRUE,Heart touched outside of fish,NA,NA
U2510,isotope,SIS2559,Frozen -20,BISSO47,16,BISSO47-16,FALSE,NA,NA,NA
U2511,fatty_acid,SFA2560,Frozen -80,BFASO41,18,BFASO41-18,FALSE,NA,NA,NA
U2510,stomach,SST2559,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2510,otolith,SOT2559,Dry,BOTSO35,16,BOTSO35-16,TRUE,NA,NA,NA
U2510,scale,U2510,Dry,BSC62,36,BSC62-36,TRUE,NA,NA,NA
U2510,carcass,U2510,Frozen -20,BCA22,NA,BCA22-NA,TRUE,NA,NA,NA
U2510,genetic_stock_id,DS00204,Whatman Sheet,DW7,NA,DW7-NA,TRUE,NA,NA,NA
U2511,RNA,U2511,Frozen -80,BRNA28,D3,BRNA28-D3,TRUE,NA,NA,NA
U2511,isotope,SIS2560,Frozen -20,BISSO47,18,BISSO47-18,FALSE,NA,NA,NA
U2809,otolith,SOT2548,Dry,BOTSO34,22,BOTSO34-22,FALSE,1 otolith,NA,NA
U2511,stomach,SST2560,95 % Non-Denatured Ethanol,BST69,NA,BST69-NA,TRUE,NA,NA,NA
U2511,otolith,SOT2560,Dry,BOTSO35,18,BOTSO35-18,TRUE,NA,NA,NA
U2511,scale,U2511,Dry,BSC62,37,BSC62-37,TRUE,NA,NA,NA
U2511,carcass,U2511,Frozen -20,BCA22,NA,BCA22-NA,TRUE,NA,NA,NA
U2511,genetic_stock_id,DS00199,Whatman Sheet,DW7,NA,DW7-NA,TRUE,NA,NA,NA
U2512,RNA,U2512,Frozen -80,BRNA23,A2,BRNA23-A2,TRUE,NA,NA,NA
U2512,fatty_acid,SFA2656,Frozen -80,BFACU2,84,BFACU2-84,TRUE,NA,NA,NA
U2512,isotope,SIS2656,Frozen -20,BISCU2,84,BISCU2-84,TRUE,NA,NA,NA
U2512,genetic_stock_id,SDN2656,95 % Non-Denatured Ethanol,BDNCU2,93,BDNCU2-93,TRUE,NA,NA,NA
U2512,stomach,SST2656,95 % Non-Denatured Ethanol,BST110,NA,BST110-NA,TRUE,NA,NA,NA
U2512,otolith,SOT2656,Dry,BOTCU3,84,BOTCU3-84,TRUE,NA,NA,NA
U4310,carcass,U4310,Frozen -20,BCA57,NA,BCA57-NA,TRUE,NA,NA,NA
U2512,carcass,U2512,Frozen -20,BCA26,NA,BCA26-NA,TRUE,NA,NA,NA
U2513,RNA,U2513,Frozen -80,BRNA20,H1,BRNA20-H1,TRUE,NA,NA,NA
U2513,fatty_acid,SFA2657,Frozen -80,BFAPI2,100,BFAPI2-100,TRUE,NA,NA,NA
U2513,isotope,SIS2657,Frozen -20,BISPI2,100,BISPI2-100,TRUE,NA,NA,NA
U2513,genetic_stock_id,SDN2657,95 % Non-Denatured Ethanol,BDNPI2,100,BDNPI2-100,TRUE,NA,NA,NA
U2513,stomach,SST2657,95 % Non-Denatured Ethanol,BST111,NA,BST111-NA,TRUE,NA,NA,NA
U2513,otolith,SOT2657,Dry,BOTPI3,100,BOTPI3-100,TRUE,NA,NA,NA
U2513,scale,U2513,Dry,BSC50,1,BSC50-1,TRUE,NA,NA,NA
U2513,carcass,U2513,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2514,RNA,U2514,Frozen -80,BRNA20,G1,BRNA20-G1,TRUE,NA,NA,NA
U2514,fatty_acid,SFA2658,Frozen -80,BFA102,64,BFA102-64,TRUE,NA,NA,NA
U2514,isotope,SIS2658,Frozen -20,BISPI2,98,BISPI2-98,TRUE,NA,NA,NA
U2514,genetic_stock_id,SDN2658,95 % Non-Denatured Ethanol,BDNPI2,98,BDNPI2-98,TRUE,NA,NA,NA
U2514,stomach,SST2658,95 % Non-Denatured Ethanol,BST111,NA,BST111-NA,TRUE,NA,NA,NA
U2514,otolith,SOT2658,Dry,BOTPI3,98,BOTPI3-98,TRUE,NA,NA,NA
U2514,scale,U2514,Dry,BSC50,2,BSC50-2,TRUE,NA,NA,NA
U2514,carcass,U2514,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2515,RNA,U2515,Frozen -80,BRNA20,F1,BRNA20-F1,TRUE,NA,NA,NA
U2515,fatty_acid,SFA2659,Frozen -80,BFA102,63,BFA102-63,TRUE,NA,NA,NA
U2515,isotope,SIS2659,Frozen -20,BISPI2,96,BISPI2-96,TRUE,NA,NA,NA
U2515,genetic_stock_id,SDN2659,95 % Non-Denatured Ethanol,BDNPI2,96,BDNPI2-96,TRUE,NA,NA,NA
U2515,stomach,SST2659,95 % Non-Denatured Ethanol,BST111,NA,BST111-NA,TRUE,NA,NA,NA
U2515,otolith,SOT2659,Dry,BOTPI3,96,BOTPI3-96,TRUE,NA,NA,NA
U2515,scale,U2515,Dry,BSC50,3,BSC50-3,TRUE,NA,NA,NA
U2515,carcass,U2515,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2516,RNA,U2516,Frozen -80,BRNA20,E1,BRNA20-E1,TRUE,NA,NA,NA
U2516,fatty_acid,SFA2660,Frozen -80,BFA102,62,BFA102-62,TRUE,NA,NA,NA
U2516,isotope,SIS2660,Frozen -20,BISPI2,94,BISPI2-94,TRUE,NA,NA,NA
U2516,genetic_stock_id,SDN2660,95 % Non-Denatured Ethanol,BDNPI2,94,BDNPI2-94,TRUE,NA,NA,NA
U2516,stomach,SST2660,95 % Non-Denatured Ethanol,BST111,NA,BST111-NA,TRUE,NA,NA,NA
U2516,otolith,SOT2660,Dry,BOTPI3,94,BOTPI3-94,TRUE,NA,NA,NA
U2516,scale,U2516,Dry,BSC50,4,BSC50-4,TRUE,NA,NA,NA
U2516,carcass,U2516,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2517,RNA,U2517,Frozen -80,BRNA20,D1,BRNA20-D1,TRUE,NA,NA,NA
U2517,fatty_acid,SFA2661,Frozen -80,BFAPI2,92,BFAPI2-92,TRUE,NA,NA,NA
U2517,isotope,SIS2661,Frozen -20,BISPI2,92,BISPI2-92,TRUE,NA,NA,NA
U2517,genetic_stock_id,SDN2661,95 % Non-Denatured Ethanol,BDNPI2,92,BDNPI2-92,TRUE,NA,NA,NA
U2517,stomach,SST2661,95 % Non-Denatured Ethanol,BST111,NA,BST111-NA,TRUE,NA,NA,NA
U2517,otolith,SOT2661,Dry,BOTPI3,92,BOTPI3-92,TRUE,NA,NA,NA
U2517,scale,U2517,Dry,BSC50,5,BSC50-5,TRUE,NA,NA,NA
U2517,carcass,U2517,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2518,RNA,U2518,Frozen -80,BRNA20,C1,BRNA20-C1,TRUE,NA,NA,NA
U2518,fatty_acid,SFA2662,Frozen -80,BFAPI2,89,BFAPI2-89,TRUE,NA,NA,NA
U2518,isotope,SIS2662,Frozen -20,BISPI2,89,BISPI2-89,TRUE,NA,NA,NA
U2518,genetic_stock_id,SDN2662,95 % Non-Denatured Ethanol,BDNPI2,89,BDNPI2-89,TRUE,NA,NA,NA
U2518,stomach,SST2662,95 % Non-Denatured Ethanol,BST111,NA,BST111-NA,TRUE,NA,NA,NA
U2518,otolith,SOT2662,Dry,BOTPI3,89,BOTPI3-89,TRUE,NA,NA,NA
U2518,scale,U2518,Dry,BSC50,6,BSC50-6,TRUE,NA,NA,NA
U2518,carcass,U2518,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2519,RNA,U2519,Frozen -80,BRNA20,B1,BRNA20-B1,TRUE,NA,NA,NA
U2519,fatty_acid,SFA2663,Frozen -80,BFAPI2,87,BFAPI2-87,TRUE,NA,NA,NA
U2519,isotope,SIS2663,Frozen -20,BISPI2,87,BISPI2-87,TRUE,NA,NA,NA
U2519,genetic_stock_id,SDN2663,95 % Non-Denatured Ethanol,BDNPI2,87,BDNPI2-87,TRUE,NA,NA,NA
U2519,stomach,SST2663,95 % Non-Denatured Ethanol,BST111,NA,BST111-NA,TRUE,NA,NA,NA
U2519,otolith,SOT2663,Dry,BOTPI3,87,BOTPI3-87,TRUE,NA,NA,NA
U2519,scale,U2519,Dry,BSC50,7,BSC50-7,TRUE,NA,NA,NA
U2519,carcass,U2519,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2520,RNA,U2520,Frozen -80,BRNA20,A1,BRNA20-A1,TRUE,NA,NA,NA
U2520,fatty_acid,SFA2664,Frozen -80,BFAPI2,85,BFAPI2-85,TRUE,NA,NA,NA
U2520,isotope,SIS2664,Frozen -20,BISPI2,85,BISPI2-85,TRUE,NA,NA,NA
U2520,genetic_stock_id,SDN2664,95 % Non-Denatured Ethanol,BDNPI2,85,BDNPI2-85,TRUE,NA,NA,NA
U2520,stomach,SST2664,95 % Non-Denatured Ethanol,BST111,NA,BST111-NA,TRUE,NA,NA,NA
U2520,otolith,SOT2664,Dry,BOTPI3,85,BOTPI3-85,TRUE,NA,NA,NA
U2520,scale,U2520,Dry,BSC50,8,BSC50-8,TRUE,NA,NA,NA
U2520,carcass,U2520,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2521,RNA,U2521,Frozen -80,BRNA20,H5,BRNA20-H5,TRUE,NA,NA,NA
U2521,fatty_acid,SFA2724,Frozen -80,BFAPI2,67,BFAPI2-67,TRUE,NA,NA,NA
U2521,isotope,SIS2724,Frozen -20,BISPI2,67,BISPI2-67,TRUE,NA,NA,NA
U2521,genetic_stock_id,SDN2724,95 % Non-Denatured Ethanol,BDNPI2,67,BDNPI2-67,TRUE,NA,NA,NA
U2521,stomach,SST2724,95 % Non-Denatured Ethanol,BST113,NA,BST113-NA,TRUE,NA,NA,NA
U2521,otolith,SOT2724,Dry,BOTPI3,67,BOTPI3-67,TRUE,NA,NA,NA
U2521,scale,U2521,Dry,BSC50,18,BSC50-18,TRUE,NA,NA,NA
U2521,carcass,U2521,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2522,RNA,U2522,Frozen -80,BRNA20,G5,BRNA20-G5,TRUE,NA,NA,NA
U2522,fatty_acid,SFA2725,Frozen -80,BFAPI2,65,BFAPI2-65,TRUE,NA,NA,NA
U2522,isotope,SIS2725,Frozen -20,BISPI2,65,BISPI2-65,TRUE,NA,NA,NA
U2522,genetic_stock_id,SDN2725,95 % Non-Denatured Ethanol,BDNPI2,65,BDNPI2-65,TRUE,NA,NA,NA
U2522,stomach,SST2725,95 % Non-Denatured Ethanol,BST113,NA,BST113-NA,TRUE,NA,NA,NA
U2522,otolith,SOT2725,Dry,BOTPI3,65,BOTPI3-65,TRUE,NA,NA,NA
U2522,scale,U2522,Dry,BSC50,19,BSC50-19,TRUE,NA,NA,NA
U2522,carcass,U2522,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2523,RNA,U2523,Frozen -80,BRNA20,F5,BRNA20-F5,TRUE,NA,NA,NA
U2523,fatty_acid,SFA2726,Frozen -80,BFAPI2,63,BFAPI2-63,TRUE,NA,NA,NA
U2523,isotope,SIS2726,Frozen -20,BISPI2,63,BISPI2-63,TRUE,NA,NA,NA
U2523,genetic_stock_id,SDN2726,95 % Non-Denatured Ethanol,BDNPI2,63,BDNPI2-63,TRUE,NA,NA,NA
U2523,stomach,SST2726,95 % Non-Denatured Ethanol,BST113,NA,BST113-NA,TRUE,NA,NA,NA
U2523,otolith,SOT2726,Dry,BOTPI3,63,BOTPI3-63,TRUE,NA,NA,NA
U2523,scale,U2523,Dry,BSC50,20,BSC50-20,TRUE,NA,NA,NA
U2523,carcass,U2523,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2524,RNA,U2524,Frozen -80,BRNA20,E5,BRNA20-E5,TRUE,NA,NA,NA
U2524,fatty_acid,SFA2750,Frozen -80,BFAPI2,61,BFAPI2-61,TRUE,NA,NA,NA
U2524,isotope,SIS2750,Frozen -20,BISPI2,61,BISPI2-61,TRUE,NA,NA,NA
U2524,genetic_stock_id,SDN2750,95 % Non-Denatured Ethanol,BDNPI2,61,BDNPI2-61,TRUE,NA,NA,NA
U2524,stomach,SST2750,95 % Non-Denatured Ethanol,BST113,NA,BST113-NA,TRUE,NA,NA,NA
U2524,otolith,SOT2750,Dry,BOTPI3,61,BOTPI3-61,TRUE,1 otolith,NA,NA
U2524,scale,U2524,Dry,BSC50,21,BSC50-21,TRUE,NA,NA,NA
U2524,carcass,U2524,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2525,RNA,U2525,Frozen -80,BRNA20,D5,BRNA20-D5,TRUE,NA,NA,NA
U2525,fatty_acid,SFA2751,Frozen -80,BFAPI2,60,BFAPI2-60,TRUE,NA,NA,NA
U2525,isotope,SIS2751,Frozen -20,BISPI2,60,BISPI2-60,TRUE,NA,NA,NA
U2525,genetic_stock_id,SDN2751,95 % Non-Denatured Ethanol,BDNPI2,60,BDNPI2-60,TRUE,NA,NA,NA
U2525,stomach,SST2751,95 % Non-Denatured Ethanol,BST113,NA,BST113-NA,TRUE,NA,NA,NA
U2525,otolith,SOT2751,Dry,BOTPI3,60,BOTPI3-60,TRUE,NA,NA,NA
U2525,scale,U2525,Dry,BSC50,22,BSC50-22,TRUE,NA,NA,NA
U2525,carcass,U2525,Frozen -20,BCA23,NA,BCA23-NA,TRUE,NA,NA,NA
U2526,RNA,U2526,Frozen -80,BRNA20,C5,BRNA20-C5,TRUE,NA,NA,NA
U2526,fatty_acid,SFA2752,Frozen -80,BFAPI2,58,BFAPI2-58,TRUE,NA,NA,NA
U2526,isotope,SIS2752,Frozen -20,BISPI2,58,BISPI2-58,TRUE,NA,NA,NA
U2526,genetic_stock_id,SDN2752,95 % Non-Denatured Ethanol,BDNPI2,58,BDNPI2-58,TRUE,NA,NA,NA
U2526,stomach,SST2752,95 % Non-Denatured Ethanol,BST113,NA,BST113-NA,TRUE,NA,NA,NA
U2526,otolith,SOT2752,Dry,BOTPI3,58,BOTPI3-58,TRUE,NA,NA,NA
U2526,scale,U2526,Dry,BSC50,23,BSC50-23,TRUE,NA,NA,NA
U2526,carcass,U2526,Frozen -20,BCA30,NA,BCA30-NA,TRUE,NA,NA,NA
U2527,RNA,U2527,Frozen -80,BRNA20,B5,BRNA20-B5,TRUE,NA,NA,NA
U2527,fatty_acid,SFA2753,Frozen -80,BFA102,69,BFA102-69,TRUE,NA,NA,NA
U2527,isotope,SIS2753,Frozen -20,BISPI3,100,BISPI3-100,TRUE,NA,NA,NA
U2527,genetic_stock_id,SDN2753,95 % Non-Denatured Ethanol,BDNPI3,100,BDNPI3-100,TRUE,NA,NA,NA
U2527,stomach,SST2753,95 % Non-Denatured Ethanol,BST113,NA,BST113-NA,TRUE,NA,NA,NA
U2527,otolith,SOT2753,Dry,BOTPI4,100,BOTPI4-100,TRUE,NA,NA,NA
U2527,scale,U2527,Dry,BSC50,24,BSC50-24,TRUE,NA,NA,NA
U2527,carcass,U2527,Frozen -20,BCA30,NA,BCA30-NA,TRUE,NA,NA,NA
U2528,RNA,U2528,Frozen -80,BRNA20,A5,BRNA20-A5,TRUE,NA,NA,NA
U2528,fatty_acid,SFA2754,Frozen -80,BFAPI3,98,BFAPI3-98,TRUE,NA,NA,NA
U2528,isotope,SIS2754,Frozen -20,BISPI3,98,BISPI3-98,TRUE,NA,NA,NA
U2528,genetic_stock_id,SDN2754,95 % Non-Denatured Ethanol,BDNPI3,98,BDNPI3-98,TRUE,NA,NA,NA
U2528,stomach,SST2754,95 % Non-Denatured Ethanol,BST114,NA,BST114-NA,TRUE,NA,NA,NA
U2528,otolith,SOT2754,Dry,BOTPI4,98,BOTPI4-98,TRUE,NA,NA,NA
